SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B	SPECTRAL_380	SPECTRAL_390	SPECTRAL_400	SPECTRAL_410	SPECTRAL_420	SPECTRAL_430	SPECTRAL_440	SPECTRAL_450	SPECTRAL_460	SPECTRAL_470	SPECTRAL_480	SPECTRAL_490	SPECTRAL_500	SPECTRAL_510	SPECTRAL_520	SPECTRAL_530	SPECTRAL_540	SPECTRAL_550	SPECTRAL_560	SPECTRAL_570	SPECTRAL_580	SPECTRAL_590	SPECTRAL_600	SPECTRAL_610	SPECTRAL_620	SPECTRAL_630	SPECTRAL_640	SPECTRAL_650	SPECTRAL_660	SPECTRAL_670	SPECTRAL_680	SPECTRAL_690	SPECTRAL_700	SPECTRAL_710	SPECTRAL_720	SPECTRAL_730	SPECTRAL_740	SPECTRAL_750	SPECTRAL_760	SPECTRAL_770	SPECTRAL_780	
END_DATA_FORMAT

NUMBER_OF_SETS      70
LGOROWLENGTH        14

BEGIN_DATA
28	100.0000	84.7000	0.0000	0.0000	7.202	6.745	20.364	31.219	7.041	-44.034	0.062000	0.069000	0.099000	0.147000	0.201000	0.289000	0.323000	0.297000	0.263000	0.223000	0.181000	0.149000	0.128000	0.105000	0.090000	0.080000	0.072000	0.064000	0.054000	0.049000	0.047000	0.043000	0.039000	0.035000	0.034000	0.034000	0.034000	0.034000	0.033000	0.035000	0.044000	0.065000	0.114000	0.164000	0.253000	0.323000	0.392000	0.396000	0.396000	0.396000	0.396000	
29	9.0000	100.0000	93.0000	0.0000	24.428	13.827	4.485	43.983	57.828	27.659	0.001000	0.023000	0.068000	0.079000	0.079000	0.073000	0.058000	0.048000	0.052000	0.055000	0.048000	0.042000	0.038000	0.034000	0.031000	0.032000	0.036000	0.036000	0.037000	0.056000	0.096000	0.222000	0.317000	0.418000	0.465000	0.496000	0.542000	0.599000	0.660000	0.722000	0.780000	0.827000	0.861000	0.878000	0.897000	0.919000	0.945000	0.946000	0.946000	0.946000	0.946000	
30	98.0000	69.0000	8.2000	35.7000	5.503	5.914	12.442	29.195	-2.297	-28.527	0.237000	0.075000	0.086000	0.116000	0.138000	0.167000	0.170000	0.155000	0.159000	0.158000	0.140000	0.121000	0.106000	0.091000	0.080000	0.072000	0.065000	0.059000	0.050000	0.045000	0.043000	0.040000	0.036000	0.033000	0.032000	0.032000	0.033000	0.033000	0.032000	0.034000	0.043000	0.062000	0.110000	0.159000	0.246000	0.315000	0.386000	0.390000	0.390000	0.390000	0.390000	
31	0.0000	93.0000	95.0000	0.0000	29.662	17.067	4.503	48.344	60.182	35.079	0.001000	0.023000	0.065000	0.071000	0.069000	0.063000	0.052000	0.043000	0.053000	0.064000	0.059000	0.053000	0.048000	0.041000	0.038000	0.039000	0.045000	0.045000	0.046000	0.073000	0.124000	0.286000	0.402000	0.523000	0.573000	0.604000	0.642000	0.688000	0.735000	0.781000	0.821000	0.853000	0.873000	0.885000	0.902000	0.921000	0.944000	0.945000	0.945000	0.945000	0.945000	
32	0.0000	96.0000	98.0000	0.0000	29.017	16.387	4.277	47.478	61.451	34.875	0.001000	0.026000	0.065000	0.071000	0.069000	0.062000	0.050000	0.042000	0.051000	0.059000	0.053000	0.047000	0.043000	0.037000	0.034000	0.035000	0.040000	0.040000	0.041000	0.065000	0.112000	0.267000	0.386000	0.515000	0.571000	0.604000	0.644000	0.692000	0.742000	0.789000	0.829000	0.859000	0.878000	0.889000	0.906000	0.925000	0.951000	0.953000	0.953000	0.953000	0.953000	
33	80.0000	44.0000	88.0000	42.0000	6.374	7.509	4.974	32.939	-8.778	5.962	0.057000	0.052000	0.052000	0.053000	0.051000	0.046000	0.039000	0.036000	0.052000	0.084000	0.099000	0.101000	0.098000	0.092000	0.087000	0.084000	0.082000	0.077000	0.070000	0.068000	0.069000	0.067000	0.064000	0.060000	0.060000	0.062000	0.066000	0.069000	0.073000	0.081000	0.104000	0.152000	0.245000	0.325000	0.440000	0.516000	0.592000	0.596000	0.596000	0.596000	0.596000	
34	0.4000	81.6000	100.0000	2.0000	30.429	18.855	4.391	50.517	53.701	39.460	0.001000	0.022000	0.053000	0.056000	0.052000	0.046000	0.039000	0.034000	0.049000	0.074000	0.079000	0.074000	0.069000	0.061000	0.055000	0.057000	0.065000	0.066000	0.066000	0.101000	0.164000	0.327000	0.425000	0.515000	0.554000	0.580000	0.617000	0.664000	0.710000	0.757000	0.803000	0.840000	0.866000	0.881000	0.900000	0.921000	0.940000	0.941000	0.941000	0.941000	0.941000	
35	0.0000	90.0000	100.0000	0.0000	29.711	17.473	4.257	48.851	58.186	37.362	0.001000	0.020000	0.058000	0.062000	0.059000	0.053000	0.043000	0.038000	0.050000	0.066000	0.064000	0.058000	0.054000	0.046000	0.042000	0.044000	0.050000	0.050000	0.051000	0.080000	0.134000	0.297000	0.408000	0.519000	0.566000	0.594000	0.632000	0.677000	0.723000	0.769000	0.810000	0.843000	0.868000	0.881000	0.899000	0.917000	0.940000	0.941000	0.941000	0.941000	0.941000	
36	100.0000	90.0000	50.0000	35.0000	4.025	4.023	5.677	23.746	2.121	-13.421	0.018000	0.041000	0.065000	0.078000	0.084000	0.084000	0.074000	0.065000	0.068000	0.070000	0.064000	0.058000	0.052000	0.047000	0.043000	0.041000	0.041000	0.039000	0.036000	0.036000	0.037000	0.038000	0.036000	0.034000	0.034000	0.035000	0.036000	0.037000	0.038000	0.042000	0.053000	0.079000	0.139000	0.197000	0.297000	0.371000	0.443000	0.448000	0.448000	0.448000	0.448000	
37	90.0000	0.0000	30.0000	0.0000	17.169	24.086	34.187	56.174	-29.799	-24.657	0.080000	0.082000	0.120000	0.175000	0.228000	0.305000	0.334000	0.325000	0.430000	0.576000	0.607000	0.563000	0.504000	0.442000	0.393000	0.335000	0.275000	0.241000	0.202000	0.168000	0.151000	0.129000	0.116000	0.103000	0.099000	0.099000	0.099000	0.097000	0.095000	0.101000	0.126000	0.178000	0.278000	0.360000	0.472000	0.547000	0.618000	0.622000	0.622000	0.622000	0.622000	
